sample.id,value,paper.name
BK12377EB02,1.2029448e-5,CD1C+ CD141+ DC (% of leukocytes)
PICI0002_A01_K01435KE01_SPB_A01,0,CD1C+ CD141+ DC (% of leukocytes)
BK00180EB01,5.9867947e-5,CD1C+ CD141+ DC (% of leukocytes)
BK00147EB01,4.53271e-5,CD1C+ CD141+ DC (% of leukocytes)
BK00454EB01,6.214446e-5,CD1C+ CD141+ DC (% of leukocytes)
BK00125EB01,3.1133033e-5,CD1C+ CD141+ DC (% of leukocytes)
BK01769EB02,6.5354993e-6,CD1C+ CD141+ DC (% of leukocytes)
BK001774EB02,6.704635e-5,CD1C+ CD141+ DC (% of leukocytes)
BK001785EB02,3.886665e-5,CD1C+ CD141+ DC (% of leukocytes)
BK00105EB01,3.2497288e-4,CD1c-CD141+ Cross Presenting DC
BK00149EB01,1.7449252e-4,CD1c-CD141+ Cross Presenting DC
BK02078EB01,1.6345338e-4,CD1c-CD141+ Cross Presenting DC
BK02081EB02,6.333755e-5,CD1c-CD141+ Cross Presenting DC
BK04380EB02,6.7727495e-5,CD1c-CD141+ Cross Presenting DC
BK00957EB01,1.0196718e-4,CD1c-CD141+ Cross Presenting DC
BK00094EB01,3.0326948e-4,CD1c-CD141+ Cross Presenting DC
BK00942EB01,1.4143063e-4,CD1c-CD141+ Cross Presenting DC
BK01092EB01,1.924721e-4,CD1c-CD141+ Cross Presenting DC
BK01104EB01,2.3437316e-5,CD1c-CD141+ Cross Presenting DC
BK01107EB02,2.0595554e-4,CD1c-CD141+ Cross Presenting DC
BK02094EB01,1.8866678e-5,CD1c-CD141+ Cross Presenting DC
PICI0002_A05_K01635KE01_SPB_A02,9.807139e-5,CD1c-CD141+ Cross Presenting DC
BK00599EB01,4.738977e-6,CD1c-CD141+ Cross Presenting DC
BK00588EB01,2.4475524e-4,CD1c-CD141+ Cross Presenting DC
BK00940EB01,2.1860047e-4,CD1c-CD141+ Cross Presenting DC
BK01089EB02,3.4766585e-5,CD1c-CD141+ Cross Presenting DC
BK02100EB02,1.745861e-5,CD1c-CD141+ Cross Presenting DC
BK02075EB02,1.3649766e-5,CD1c-CD141+ Cross Presenting DC
BK00952EB01,6.537187e-5,CD1c-CD141+ Cross Presenting DC
BK01097EB01,3.26742e-4,CD1c-CD141+ Cross Presenting DC
BK00533EB02,1.9268713e-5,CD1c-CD141+ Cross Presenting DC
BK01103EB02,1.6684186e-5,CD1c-CD141+ Cross Presenting DC
BK00033EB01,1.3680899e-4,CD1c-CD141+ Cross Presenting DC
BK00072EB02,8.994423e-5,CD1c-CD141+ Cross Presenting DC
BK00083EB01,6.519199e-5,CD1c-CD141+ Cross Presenting DC
BK00950EB02,1.8666132e-4,CD1c-CD141+ Cross Presenting DC
BK01099EB02,5.8405756e-5,CD1c-CD141+ Cross Presenting DC
BK02067EB02,1.9717029e-4,CD1c-CD141+ Cross Presenting DC
BK12381EB02,2.2573456e-4,CD1c-CD141+ Cross Presenting DC
BK00171EB01,6.9985865e-5,CD1c-CD141+ Cross Presenting DC
PICI0002_A05_BK00247P01_SPB_A01,3.5655568e-4,CD1c-CD141+ Cross Presenting DC
BK00368EB02,2.7192704e-5,CD1c-CD141+ Cross Presenting DC
PICI0002_A01_K00891KE01_SPB_A01,0.12659925,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01413KE01_SPB_A01,0.07436361,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01409KE01_SPB_A01,0.15175533,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01427KE01_SPB_A01,0.14236537,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01427KE01_SPB_A03,0.08067493,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01425KE01_SPB_A02,0.12344189,HLA-DR+ T cells (% of leukocytes)
PICI0002_A16_K06268KE01_SPB_A01,0.09867939,HLA-DR+ T cells (% of leukocytes)
BK00972EB02,0.06683793,HLA-DR+ T cells (% of leukocytes)
BK00971EB01,0.10169569,HLA-DR+ T cells (% of leukocytes)
BK00975EB01,0.025929421,HLA-DR+ T cells (% of leukocytes)
BK00865EB01,0.02120393,HLA-DR+ T cells (% of leukocytes)
BK00973EB01,0.03600931,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K06378KE01_SPB_A01,0.019728482,HLA-DR+ T cells (% of leukocytes)
BK01788EB01,0.018897895,HLA-DR+ T cells (% of leukocytes)
BK01785EB01,0.02984356,HLA-DR+ T cells (% of leukocytes)
BK01771EB01,0.052115936,HLA-DR+ T cells (% of leukocytes)
BK01802EB02,0.0570848,HLA-DR+ T cells (% of leukocytes)
BK01842EB02,0.07489638,HLA-DR+ T cells (% of leukocytes)
BK04213EB02,0.16318221,HLA-DR+ T cells (% of leukocytes)
BK04230EB02,0.11367955,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01422KE01_SPB_A02,0.03503474,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01442KE01_SPB_A02,0.07822541,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01442KE01_SPB_A03,0.08101744,HLA-DR+ T cells (% of leukocytes)
BK00278EB01,0.07964686,HLA-DR+ T cells (% of leukocytes)
BK00267EB01,0.019316,HLA-DR+ T cells (% of leukocytes)
BK00854EB02,0.10528486,HLA-DR+ T cells (% of leukocytes)
BK00974EB01,0.29196483,HLA-DR+ T cells (% of leukocytes)
BK00980EB01,0.09336735,HLA-DR+ T cells (% of leukocytes)
BK00988EB01,0.04588972,HLA-DR+ T cells (% of leukocytes)
BK01800EB01,0.07922034,HLA-DR+ T cells (% of leukocytes)
BK00855EB01,0.018156322,HLA-DR+ T cells (% of leukocytes)
BK00858EB01,0.0142313745,HLA-DR+ T cells (% of leukocytes)
BK00995EB02,0.12088539,HLA-DR+ T cells (% of leukocytes)
BK00979EB01,0.1009903,HLA-DR+ T cells (% of leukocytes)
BK01829EB02,0.026779208,HLA-DR+ T cells (% of leukocytes)
BK00977EB02,0.11066683,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01443KE02_SPB_A02,0.0955101,HLA-DR+ T cells (% of leukocytes)
BK00542EB01,0.10447904,HLA-DR+ T cells (% of leukocytes)
BK00575EB02,0.15292656,HLA-DR+ T cells (% of leukocytes)
BK00860EB01,0.07906857,HLA-DR+ T cells (% of leukocytes)
BK00597EB02,0.14450502,HLA-DR+ T cells (% of leukocytes)
BK00862EB01,0.019221876,HLA-DR+ T cells (% of leukocytes)
BK00874EB01,0.055294108,HLA-DR+ T cells (% of leukocytes)
BK01898EB02,0.028840274,HLA-DR+ T cells (% of leukocytes)
BK01825EB02,0.16649118,HLA-DR+ T cells (% of leukocytes)
BK01823EB03,0.04601549,HLA-DR+ T cells (% of leukocytes)
BK01846EB02,0.017150689,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01432KE01_SPB_A02,0.13584687,HLA-DR+ T cells (% of leukocytes)
PICI0002_A16_K06191KE01_SPB_A02,0.06653975,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01452KE01_SPB_A02,0.083657034,HLA-DR+ T cells (% of leukocytes)
BK00092EB01,0.028702887,HLA-DR+ T cells (% of leukocytes)
BK00432EB01,0.041440252,HLA-DR+ T cells (% of leukocytes)
BK00984EB01,0.055601798,HLA-DR+ T cells (% of leukocytes)
BK00985EB02,0.07188703,HLA-DR+ T cells (% of leukocytes)
BK01900EB02,0.057243165,HLA-DR+ T cells (% of leukocytes)
BK01857EB02,0.065439425,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01447KE01_SPB_A02,0.13682348,HLA-DR+ T cells (% of leukocytes)
BK00333EB01,0.021483835,HLA-DR+ T cells (% of leukocytes)
BK00300EB01,0.01625197,HLA-DR+ T cells (% of leukocytes)
BK00847EB02,0.09118156,HLA-DR+ T cells (% of leukocytes)
BK00322EB02,0.089707844,HLA-DR+ T cells (% of leukocytes)
BK00868EB01,0.073279515,HLA-DR+ T cells (% of leukocytes)
BK01215EB02,0.018422239,HLA-DR+ T cells (% of leukocytes)
BK01801EB02,0.04730893,HLA-DR+ T cells (% of leukocytes)
BK001772EB01,0.013132566,HLA-DR+ T cells (% of leukocytes)
BK01214EB02,0.06740938,HLA-DR+ T cells (% of leukocytes)
BK01211EB02,0.04431532,HLA-DR+ T cells (% of leukocytes)
BK01854EB01,0.021073708,HLA-DR+ T cells (% of leukocytes)
BK01834EB01,0.044481177,HLA-DR+ T cells (% of leukocytes)
BK01220EB01,0.02106522,HLA-DR+ T cells (% of leukocytes)
BK01210EB02,0.05949104,HLA-DR+ T cells (% of leukocytes)
BK01884EB02,0.11478475,HLA-DR+ T cells (% of leukocytes)
BK04200EB03,0.10902882,HLA-DR+ T cells (% of leukocytes)
BK12377EB02,0.09738239,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K01435KE01_SPB_A01,0.06376201,HLA-DR+ T cells (% of leukocytes)
BK00180EB01,0.048712555,HLA-DR+ T cells (% of leukocytes)
BK00147EB01,0.087461874,HLA-DR+ T cells (% of leukocytes)
BK00454EB01,0.04679956,HLA-DR+ T cells (% of leukocytes)
BK00125EB01,0.029427636,HLA-DR+ T cells (% of leukocytes)
BK01769EB02,0.32545152,HLA-DR+ T cells (% of leukocytes)
BK001774EB02,0.04717828,HLA-DR+ T cells (% of leukocytes)
BK001785EB02,0.08304248,HLA-DR+ T cells (% of leukocytes)
PICI0002_A01_K00891KE01_SPB_A01,0.0032501032,NKT cells (% of leukocytes)
PICI0002_A01_K01413KE01_SPB_A01,0.0034153468,NKT cells (% of leukocytes)
PICI0002_A01_K01409KE01_SPB_A01,0.00643702,NKT cells (% of leukocytes)
PICI0002_A01_K01427KE01_SPB_A01,0.0126874475,NKT cells (% of leukocytes)
PICI0002_A01_K01427KE01_SPB_A03,0.0103608,NKT cells (% of leukocytes)
PICI0002_A01_K01425KE01_SPB_A02,0.03505325,NKT cells (% of leukocytes)
PICI0002_A16_K06268KE01_SPB_A01,0.008596634,NKT cells (% of leukocytes)
BK00972EB02,0.01813708,NKT cells (% of leukocytes)
BK00971EB01,0.06754783,NKT cells (% of leukocytes)
BK00975EB01,0.005538721,NKT cells (% of leukocytes)
BK00865EB01,0.0019156002,NKT cells (% of leukocytes)
BK00973EB01,0.005366357,NKT cells (% of leukocytes)
PICI0002_A01_K06378KE01_SPB_A01,9.2357903e-4,NKT cells (% of leukocytes)
BK01788EB01,4.0121182e-4,NKT cells (% of leukocytes)
BK01785EB01,0.0042254627,NKT cells (% of leukocytes)
BK01771EB01,0.0014578596,NKT cells (% of leukocytes)
BK01802EB02,0.014853611,NKT cells (% of leukocytes)
BK01842EB02,0.0070531187,NKT cells (% of leukocytes)
BK04213EB02,0.009543584,NKT cells (% of leukocytes)
BK04230EB02,0.034751695,NKT cells (% of leukocytes)
PICI0002_A01_K01422KE01_SPB_A02,0.005818664,NKT cells (% of leukocytes)
PICI0002_A01_K01442KE01_SPB_A02,0.0041983644,NKT cells (% of leukocytes)
PICI0002_A01_K01442KE01_SPB_A03,0.0032464666,NKT cells (% of leukocytes)
BK00278EB01,0.07566466,NKT cells (% of leukocytes)
BK00267EB01,0.0034418078,NKT cells (% of leukocytes)
BK00854EB02,0.05718905,NKT cells (% of leukocytes)
BK00974EB01,0.03121716,NKT cells (% of leukocytes)
BK00980EB01,0.03373547,NKT cells (% of leukocytes)
BK00988EB01,0.0063938135,NKT cells (% of leukocytes)
BK01800EB01,0.010616521,NKT cells (% of leukocytes)
BK00855EB01,0.0056752274,NKT cells (% of leukocytes)
BK00858EB01,0.018330272,NKT cells (% of leukocytes)
BK00995EB02,0.020505173,NKT cells (% of leukocytes)
BK00979EB01,0.01079798,NKT cells (% of leukocytes)
BK01829EB02,0.0169246,NKT cells (% of leukocytes)
BK00977EB02,0.022434948,NKT cells (% of leukocytes)
PICI0002_A01_K01443KE02_SPB_A02,0.016645726,NKT cells (% of leukocytes)
BK00542EB01,0.052100927,NKT cells (% of leukocytes)
BK00575EB02,0.031620536,NKT cells (% of leukocytes)
BK00860EB01,0.022791274,NKT cells (% of leukocytes)
BK00597EB02,0.0074232034,NKT cells (% of leukocytes)
BK00862EB01,8.671523e-5,NKT cells (% of leukocytes)
BK00874EB01,0.0032585848,NKT cells (% of leukocytes)
BK01898EB02,0.013167499,NKT cells (% of leukocytes)
BK01825EB02,0.02782322,NKT cells (% of leukocytes)
BK01823EB03,0.052302524,NKT cells (% of leukocytes)
BK01846EB02,0.001956397,NKT cells (% of leukocytes)
PICI0002_A01_K01432KE01_SPB_A02,0.021409804,NKT cells (% of leukocytes)
PICI0002_A16_K06191KE01_SPB_A02,0.0096552055,NKT cells (% of leukocytes)
PICI0002_A01_K01452KE01_SPB_A02,0.0049967673,NKT cells (% of leukocytes)
BK00092EB01,0.044607494,NKT cells (% of leukocytes)
BK00432EB01,0.008866586,NKT cells (% of leukocytes)
BK00984EB01,0.008044187,NKT cells (% of leukocytes)
BK00985EB02,0.01640587,NKT cells (% of leukocytes)
BK01900EB02,0.041348234,NKT cells (% of leukocytes)
BK01857EB02,0.03415233,NKT cells (% of leukocytes)
PICI0002_A01_K01447KE01_SPB_A02,0.057036653,NKT cells (% of leukocytes)
BK00333EB01,0.006014892,NKT cells (% of leukocytes)
BK00300EB01,0.019799186,NKT cells (% of leukocytes)
BK00847EB02,0.008392167,NKT cells (% of leukocytes)
BK00322EB02,0.04965785,NKT cells (% of leukocytes)
BK00868EB01,0.007224347,NKT cells (% of leukocytes)
BK01215EB02,0.02025768,NKT cells (% of leukocytes)
BK01801EB02,0.023991566,NKT cells (% of leukocytes)
BK001772EB01,0.0025612582,NKT cells (% of leukocytes)
BK01214EB02,0.010090097,NKT cells (% of leukocytes)
BK01211EB02,0.004232788,NKT cells (% of leukocytes)
BK01854EB01,0.006007091,NKT cells (% of leukocytes)
BK01834EB01,0.0036519563,NKT cells (% of leukocytes)
BK01220EB01,0.02952054,NKT cells (% of leukocytes)
BK01210EB02,0.0018190918,NKT cells (% of leukocytes)
BK01884EB02,0.005600472,NKT cells (% of leukocytes)
BK04200EB03,0.019312374,NKT cells (% of leukocytes)
BK12377EB02,0.054004204,NKT cells (% of leukocytes)
PICI0002_A01_K01435KE01_SPB_A01,0.017291132,NKT cells (% of leukocytes)
BK00180EB01,0.01778363,NKT cells (% of leukocytes)
BK00147EB01,0.026749464,NKT cells (% of leukocytes)
BK00454EB01,0.027147569,NKT cells (% of leukocytes)
BK00125EB01,0.007949302,NKT cells (% of leukocytes)
BK01769EB02,0.04498711,NKT cells (% of leukocytes)
BK001774EB02,0.013997788,NKT cells (% of leukocytes)
BK001785EB02,0.021508804,NKT cells (% of leukocytes)
PICI0002_A01_K00891KE01_SPB_A01,0.17409766,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01413KE01_SPB_A01,0.2199013,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01409KE01_SPB_A01,0.30355036,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01427KE01_SPB_A01,0.23281442,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01427KE01_SPB_A03,0.20396346,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01425KE01_SPB_A02,0.7003021,Tbet+ T cells (% of CD3+ cells)
PICI0002_A16_K06268KE01_SPB_A01,0.17762786,Tbet+ T cells (% of CD3+ cells)
BK00972EB02,0.1954575,Tbet+ T cells (% of CD3+ cells)
BK00971EB01,0.5615107,Tbet+ T cells (% of CD3+ cells)
BK00975EB01,0.1187732,Tbet+ T cells (% of CD3+ cells)
BK00865EB01,0.1726045,Tbet+ T cells (% of CD3+ cells)
BK00973EB01,0.16618612,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K06378KE01_SPB_A01,0.03742282,Tbet+ T cells (% of CD3+ cells)
BK01788EB01,0.060103025,Tbet+ T cells (% of CD3+ cells)
BK01785EB01,0.06790767,Tbet+ T cells (% of CD3+ cells)
BK01771EB01,0.037067484,Tbet+ T cells (% of CD3+ cells)
BK01802EB02,0.18502171,Tbet+ T cells (% of CD3+ cells)
BK01842EB02,0.14734879,Tbet+ T cells (% of CD3+ cells)
BK04213EB02,0.18705662,Tbet+ T cells (% of CD3+ cells)
BK04230EB02,0.4244737,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01422KE01_SPB_A02,0.26032552,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01442KE01_SPB_A02,0.39961392,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01442KE01_SPB_A03,0.3590568,Tbet+ T cells (% of CD3+ cells)
BK00278EB01,0.49731573,Tbet+ T cells (% of CD3+ cells)
BK00267EB01,0.062314026,Tbet+ T cells (% of CD3+ cells)
BK00854EB02,0.38162303,Tbet+ T cells (% of CD3+ cells)
BK00974EB01,0.27193895,Tbet+ T cells (% of CD3+ cells)
BK00980EB01,0.29155046,Tbet+ T cells (% of CD3+ cells)
BK00988EB01,0.13559294,Tbet+ T cells (% of CD3+ cells)
BK01800EB01,0.19915265,Tbet+ T cells (% of CD3+ cells)
BK00855EB01,0.07094445,Tbet+ T cells (% of CD3+ cells)
BK00858EB01,0.15214989,Tbet+ T cells (% of CD3+ cells)
BK00995EB02,0.24246703,Tbet+ T cells (% of CD3+ cells)
BK00979EB01,0.2725147,Tbet+ T cells (% of CD3+ cells)
BK01829EB02,0.17849949,Tbet+ T cells (% of CD3+ cells)
BK00977EB02,0.14534585,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01443KE02_SPB_A02,0.078673914,Tbet+ T cells (% of CD3+ cells)
BK00542EB01,0.47719854,Tbet+ T cells (% of CD3+ cells)
BK00575EB02,0.31070924,Tbet+ T cells (% of CD3+ cells)
BK00860EB01,0.19057907,Tbet+ T cells (% of CD3+ cells)
BK00597EB02,0.20776345,Tbet+ T cells (% of CD3+ cells)
BK00862EB01,0.08307499,Tbet+ T cells (% of CD3+ cells)
BK00874EB01,0.10481363,Tbet+ T cells (% of CD3+ cells)
BK01898EB02,0.1940936,Tbet+ T cells (% of CD3+ cells)
BK01825EB02,0.2248395,Tbet+ T cells (% of CD3+ cells)
BK01823EB03,0.26781914,Tbet+ T cells (% of CD3+ cells)
BK01846EB02,0.065643445,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01432KE01_SPB_A02,0.28787804,Tbet+ T cells (% of CD3+ cells)
PICI0002_A16_K06191KE01_SPB_A02,0.29911628,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01452KE01_SPB_A02,0.28831115,Tbet+ T cells (% of CD3+ cells)
BK00092EB01,0.2039801,Tbet+ T cells (% of CD3+ cells)
BK00432EB01,0.029984698,Tbet+ T cells (% of CD3+ cells)
BK00984EB01,0.1544382,Tbet+ T cells (% of CD3+ cells)
BK00985EB02,0.2802926,Tbet+ T cells (% of CD3+ cells)
BK01900EB02,0.20881636,Tbet+ T cells (% of CD3+ cells)
BK01857EB02,0.43755084,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01447KE01_SPB_A02,0.5476514,Tbet+ T cells (% of CD3+ cells)
BK00333EB01,0.10664016,Tbet+ T cells (% of CD3+ cells)
BK00300EB01,0.13293329,Tbet+ T cells (% of CD3+ cells)
BK00847EB02,0.14227977,Tbet+ T cells (% of CD3+ cells)
BK00322EB02,0.39327335,Tbet+ T cells (% of CD3+ cells)
BK00868EB01,0.11204585,Tbet+ T cells (% of CD3+ cells)
BK01215EB02,0.20465282,Tbet+ T cells (% of CD3+ cells)
BK01801EB02,0.18320642,Tbet+ T cells (% of CD3+ cells)
BK001772EB01,0.04254139,Tbet+ T cells (% of CD3+ cells)
BK01214EB02,0.2086837,Tbet+ T cells (% of CD3+ cells)
BK01211EB02,0.118079804,Tbet+ T cells (% of CD3+ cells)
BK01854EB01,0.11844953,Tbet+ T cells (% of CD3+ cells)
BK01834EB01,0.10394979,Tbet+ T cells (% of CD3+ cells)
BK01220EB01,0.14477146,Tbet+ T cells (% of CD3+ cells)
BK01210EB02,0.1424056,Tbet+ T cells (% of CD3+ cells)
BK01884EB02,0.1291261,Tbet+ T cells (% of CD3+ cells)
BK04200EB03,0.32291645,Tbet+ T cells (% of CD3+ cells)
BK12377EB02,0.30766085,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01435KE01_SPB_A01,0.27290526,Tbet+ T cells (% of CD3+ cells)
BK00180EB01,0.1792982,Tbet+ T cells (% of CD3+ cells)
BK00147EB01,0.39343688,Tbet+ T cells (% of CD3+ cells)
BK00454EB01,0.3044116,Tbet+ T cells (% of CD3+ cells)
BK00125EB01,0.113269545,Tbet+ T cells (% of CD3+ cells)
BK01769EB02,0.67095757,Tbet+ T cells (% of CD3+ cells)
BK001774EB02,0.2916594,Tbet+ T cells (% of CD3+ cells)
BK001785EB02,0.49931216,Tbet+ T cells (% of CD3+ cells)
PICI0002_A01_K01427KE01_SPB_A03,0.1590603,HLA-DR+ Non-Naive CD8 T Cells
PICI0002_A05_K01621KE01_SPB_A03,0.20698956,HLA-DR+ Non-Naive CD8 T Cells
PICI0002_A06_K01818KE01_SPB_A03,0.13600862,HLA-DR+ Non-Naive CD8 T Cells
BK00944EB01,0.2611891,HLA-DR+ Non-Naive CD8 T Cells
BK00969EB01,0.21369684,HLA-DR+ Non-Naive CD8 T Cells
PICI0002_A16_K06268KE01_SPB_A01,0.24860947,HLA-DR+ Non-Naive CD8 T Cells
BK00105EB01,0.26254264,HLA-DR+ Non-Naive CD8 T Cells
BK00968EB01,0.2684879,HLA-DR+ Non-Naive CD8 T Cells
BK00954EB02,0.3552105,HLA-DR+ Non-Naive CD8 T Cells
BK00972EB02,0.27779415,HLA-DR+ Non-Naive CD8 T Cells
BK01764EB02,0.3209625,HLA-DR+ Non-Naive CD8 T Cells
BK10616EB02,0.2993806,HLA-DR+ Non-Naive CD8 T Cells
BK00971EB01,0.19948032,HLA-DR+ Non-Naive CD8 T Cells
PICI0002_A06_K06384KE01_SPB_A01,0.25950646,HLA-DR+ Non-Naive CD8 T Cells
BK00975EB01,0.12723707,HLA-DR+ Non-Naive CD8 T Cells
BK001769EB01,0.04326241,HLA-DR+ Non-Naive CD8 T Cells
BK00865EB01,0.04007204,HLA-DR+ Non-Naive CD8 T Cells
BK01093EB01,0.0317502,HLA-DR+ Non-Naive CD8 T Cells
BK00149EB01,0.1701435,HLA-DR+ Non-Naive CD8 T Cells
BK00973EB01,0.20172499,HLA-DR+ Non-Naive CD8 T Cells
BK01762EB01,0.12814428,HLA-DR+ Non-Naive CD8 T Cells
BK02078EB01,0.14311059,HLA-DR+ Non-Naive CD8 T Cells
PICI0002_A01_K06378KE01_SPB_A01,0.063643195,HLA-DR+ Non-Naive CD8 T Cells
BK001777EB01,0.06598183,HLA-DR+ Non-Naive CD8 T Cells
